ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
AYQS,small_airport,Sialum Airport,-6.0908,147.5955,OC,PG-MPL,Sialum,SXA,671.0,CBD5,0.0,0.0,557.74,6561.68,246.06
AYRI,small_airport,Karimui Airport,-6.4921,144.82299999999998,OC,PG-CPK,Karimui,KMR,687.0,CBJ4,0.0,0.0,11942.26,11194.23,196.85
AYRM,small_airport,Maramuni Airport,-5.13,143.4829,OC,PG-EPW,Maramuni,MWI,692.0,CBK7,0.0,0.0,16929.13,9842.52,262.47
AYRV,small_airport,May River Airstrip,-4.3615,141.785,OC,PG-ESW,May River,MRH,700.0,CBM5,0.0,0.0,351.05,16404.2,131.23
AYSE,small_airport,Simberi Airport,-2.66222222222,151.997777778,OC,PG-NIK,Simberi Island,NIS,708.0,CBQ2,0.0,0.0,32.81,5905.51,328.08
AYSG,small_airport,Sila Airport,-9.07355555556,148.38925,OC,PG-NPP,Sila Mission,SIL,710.0,CBQ8,0.0,0.0,7316.27,10990.81,656.17
AYSH,small_airport,Sabah Airport,-5.5765,155.0489,OC,PG-NSB,Sabah,SBV,711.0,CBR2,0.0,0.0,32.81,12139.11,196.85
AYSJ,small_airport,Simbai Airport,-5.278611111110001,144.54472222200002,OC,PG-MPM,Simbai,SIM,320295.0,CBS2,0.0,0.0,19042.0,10032.81,226.38
AYSO,small_airport,Selbang Airport,-5.315,141.752,OC,PG-WPD,Selbang,SBC,716.0,CBS7,0.0,0.0,16830.71,6233.6,147.64
AYSQ,small_airport,Sepik Plains Airport,-3.8821,143.6734,OC,PG-ESW,Sepik Plains,SPV,717.0,CBS8,0.0,0.0,754.59,12965.88,246.06
AYSV,small_airport,Sauren Airport,-5.9701,148.8543,OC,PG-WBK,Sauren,SXW,723.0,CBU2,0.0,0.0,150.92,11811.02,164.04
AYSX,small_airport,Masa Airport,-6.345,147.591,OC,PG-MPL,Masa,MBV,729.0,CBW2,0.0,0.0,19356.96,9842.52,246.06
AYTA,small_airport,Tari Airport,-5.84499979019,142.947998047,OC,PG-HE,Tari,TIZ,737.0,CBX7,1.0,0.0,18044.62,13123.36,328.08
AYTB,small_airport,Tabubil Airport,-5.27861,141.225998,OC,PG-WPD,Tabubil,TBG,741.0,CBZ9,0.0,0.0,5150.92,12795.28,246.06
AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,OC,PG-CPM,Tapini,TPI,743.0,CCA6,0.0,0.0,10170.6,7217.85,246.06
AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,OC,PG-EBR,Kokopo,RAB,744.0,CCA7,0.0,0.0,160.76,8202.1,164.04
AYTN,small_airport,Tekin Airport,-5.24366666667,142.165194444,OC,PG-SAN,Tekin,TKW,748.0,CCD2,0.0,0.0,18979.66,9186.35,246.06
AYTP,small_airport,Tep Tep Airport,-5.9553,146.5595,OC,PG-MPM,Teptep,TEP,749.0,CCD3,0.0,0.0,23001.97,9842.52,246.06
AYTS,small_airport,Tsewi Airport,-7.0695,146.1272,OC,PG-MPL,Tsewi,TSW,39895.0,CCE2,0.0,0.0,13730.32,10669.12,360.89
AYTT,small_airport,Tarakbits Airport,-5.614,141.0421,OC,PG-WPD,Tarakbits,TRJ,39895.0,CCE2,0.0,0.0,921.92,10669.12,360.89
AYTW,small_airport,Tawa Airport,-7.4463,146.1067,OC,PG-MPL,Tawa,TWY,751.0,CCE3,0.0,0.0,16469.82,13192.26,173.88
AYTZ,small_airport,Tekadu Airport,-7.6808,146.5503,OC,PG-MPL,Tekadu,TKB,752.0,CCE4,0.0,0.0,4297.9,8202.1,246.06
AYU,small_airport,Aiyura Airport,-6.3380555555599996,145.904166667,OC,PG-EHG,Aiyura Valley,AYU,46478.0,CCE6,0.0,0.0,17568.9,3937.01,196.85
AYUC,small_airport,Umba Airport,-7.0214,145.966,OC,PG-MPL,Umba,UMC,754.0,CCF4,0.0,0.0,19521.0,7874.02,328.08
AYUE,small_airport,Uroubi Airport,-9.5162,148.5591,OC,PG-NPP,Uroubi,URU,756.0,CCG3,0.0,0.0,1578.08,9842.52,262.47
AYUR,small_airport,Upiara Airport,-8.5411,142.6503,OC,PG-WPD,Upiara,UPR,764.0,CCK4,0.0,0.0,170.6,7217.85,246.06
AYUZ,small_airport,Uvol Airport,-6.0178,150.9557,OC,PG-EBR,Uvol,UVO,311591.0,CCN4,0.0,0.0,49.21,8530.18,393.7
AYVL,small_airport,Talasea Airport,-5.2726,150.0089,OC,PG-WBK,Talasea,TLW,769.0,CCP2,1.0,0.0,144.36,12893.7,246.06
AYVM,small_airport,Torembi Airport,-4.0165,143.1329,OC,PG-ESW,Torembi,TCJ,771.0,CCP4,0.0,0.0,295.28,8202.1,246.06
AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,OC,PG-SAN,Vanimo,VAI,773.0,CCQ3,0.0,0.0,32.81,9842.52,492.13
AYVO,small_airport,Tonu Airport,-6.6552,155.4326,OC,PG-NSB,Tonu,TON,773.0,CCQ3,1.0,0.0,984.25,16404.2,492.13
AYWB,small_airport,Wabo Airport,-6.989444444439999,145.075111111,OC,PG-GPK,Wabo,WAO,774.0,CCR3,1.0,0.0,433.07,17716.54,328.08
AYWD,medium_airport,Wapenamanda Airport,-5.6433,143.895004,OC,PG-EPW,Wapenamanda,WBM,779.0,CCS3,1.0,0.0,19320.87,9842.52,246.06
AYWF,small_airport,Wawoi Falls Airport,-6.9523,142.6557,OC,PG-WPD,Wavoi Falls,WAJ,780.0,CCS4,0.0,0.0,1213.91,13195.54,164.04
AYWK,medium_airport,Wewak International Airport,-3.5838301181800003,143.66900634799998,OC,PG-ESW,Wewak,WWK,781.0,CCS5,0.0,0.0,62.34,6856.96,853.02
AYWO,small_airport,Wonenara Airport,-6.796861111110001,145.891944444,OC,PG-EHG,Wonenara,WOA,783.0,CCT2,0.0,0.0,16496.06,11154.86,492.13
AYWQ,small_airport,Wakunai Airport,-5.8603,155.2223,OC,PG-EBR,Wakunai,WKN,785.0,CCV4,0.0,0.0,65.62,7545.93,246.06
AYWS,small_airport,Wasu Airport,-5.961709449190001,147.19822526,OC,PG-MPL,Wasu,WSU,786.0,CCW3,1.0,0.0,111.55,11482.94,246.06
AYWT,small_airport,Woitape Airport,-8.54583333333,147.2525,OC,PG-CPM,Fatima Mission,WTP,787.0,CCW4,0.0,0.0,17060.37,8202.1,328.08
AYWU,small_airport,Wau Airport,-7.345555555560001,146.718611111,OC,PG-SAN,Wau,WUG,787.0,CCW4,0.0,0.0,11811.02,7874.02,328.08
AYXE,small_airport,Yeva Airport,-7.547999999999999,146.188,OC,PG-MPL,Yeva,YVD,790.0,CCY3,0.0,0.0,14796.59,9842.52,196.85
AYXI,small_airport,Sim Airport,-7.75,146.9273,OC,PG-MPL,Sim,SMJ,794.0,CCZ3,1.0,0.0,17913.39,12903.54,246.06
AYXW,small_airport,Weam Airport,-8.6184,141.1381,OC,PG-WPD,Weam,WEP,796.0,CCZ5,0.0,0.0,164.04,6561.68,131.23
AYYE,small_airport,Yalumet Airport,-6.09,147.0117,OC,PG-MPL,Yalumet,KYX,16633.0,CD02,0.0,0.0,8530.18,5249.34,98.43
AYYR,small_airport,Yasuru Airport,-6.6015,146.1813,OC,PG-MPL,Yasuru,KSX,16638.0,CD07,0.0,0.0,4986.88,131.23,131.23
AYZM,small_airport,Wasum Airport,-6.0491,149.33700000000002,OC,PG-WBK,Wasum,WUM,16645.0,CD14,0.0,0.0,574.15,8530.18,196.85
AZ-0001,medium_airport,Zabrat Airport,40.4955422161,49.9768066406,AS,AZ-BA,Baku,ZXT,16651.0,CD20,0.0,0.0,118.11,5741.47,131.23
AZJ,small_airport,Dalu Airport,32.23649,119.71868300000001,AS,CN-32,Zhenjiang,AZJ,868.0,CEK6,0.0,0.0,52.49,9678.48,246.06
BAJ,small_airport,Bali Airport,-4.88333333333,149.133333333,OC,PG-WBK,Unea Island,BAJ,881.0,CEN6,0.0,0.0,295.28,9678.48,246.06
BAP,closed,Baibara Airport,-10.3432,149.6414,OC,PG-CPM,Nabai,BAP,883.0,CEP3,1.0,0.0,49.21,11482.94,328.08
BCP,small_airport,Bambu Airport,-5.863611111110001,146.4925,OC,PG-MPM,Bambu,BCP,888.0,CEQ3,1.0,0.0,22276.9,14763.78,328.08
BCZ,small_airport,Milyakburra Airport,-13.780833333299999,136.201666667,OC,AU-NT,Bickerton Island,BCZ,890.0,CEQ5,1.0,0.0,278.87,16404.2,328.08
BEA,closed,Bereina Airport,-8.64,146.5083,OC,PG-CPM,Bereina Mission,BEA,965.0,CFM5,0.0,0.0,190.29,14517.72,246.06
BG-HKV,small_airport,Malevo Airport,41.871799469,25.6047992706,EU,BG-26,Haskovo,HKV,1065.0,CJE4,0.0,0.0,1968.5,11515.75,246.06
BG-JAM,medium_airport,Bezmer Air Base,42.4548988342,26.352199554400002,EU,BG-28,Yambol,JAM,1066.0,CJE5,0.0,0.0,1669.95,8530.18,590.55
BGP,closed,Bongo Airport,-2.1713,10.2088,AF,GA-8,Bongo,BGP,1109.0,CJQ4,0.0,0.0,393.7,5134.51,246.06
BIAR,medium_airport,Akureyri Airport,65.66000366210939,-18.07270050048828,EU,IS-6,Akureyri,AEY,1137.0,CJV4,0.0,0.0,19.69,8202.1,246.06
BIBD,small_airport,Bildudalur Airport,65.64129638671875,-23.546199798583984,EU,IS-4,Bildudalur,BIU,1139.0,CJV7,0.0,0.0,59.06,11482.94,328.08
BIBF,small_airport,Borgarfjörður eystri Airport,65.51640319824219,-13.80500030517578,EU,IS-7,Borgarfjörður eystri,BGJ,1140.0,CJV8,0.0,0.0,262.47,9842.52,246.06
BIBK,small_airport,Bakkafjörður Airport,66.02189636230469,-14.824399948120115,EU,IS-6,Bakkafjörður,BJD,1141.0,CJV9,0.0,0.0,45.93,8530.18,246.06
BIBL,small_airport,Hjaltabakki Airport,65.64499664306639,-20.287500381469727,EU,IS-5,Blönduós,BLO,1142.0,CJW2,0.0,0.0,429.79,8694.23,246.06
BIBR,small_airport,Búðardalur Airport,65.07530212402344,-21.80030059814453,EU,IS-3,Búðardalur,BQD,1143.0,CJW3,0.0,0.0,429.79,7874.02,656.17
BIBV,small_airport,Breiðdalsvík Airport,64.790037,-14.043926999999998,EU,IS-7,Breiðdalsvík,BXV,1144.0,CJW4,0.0,0.0,26.25,10669.12,360.89
BIDV,small_airport,Djúpivogur Airport,64.642372,-14.277297,EU,IS-7,Djúpivogur,DJU,1145.0,CJW5,0.0,0.0,29.53,6233.6,246.06
BIEG,medium_airport,Egilsstaðir Airport,65.28330230712889,-14.401399612426758,EU,IS-7,Egilsstaðir,EGS,1145.0,CJW5,1.0,0.0,249.34,11154.86,246.06
BIFF,small_airport,Fáskrúðsfjörður Airport,64.93145600000001,-14.047957,EU,IS-7,Fáskrúðsfjörður,FAS,16716.0,CJX,0.0,0.0,49.21,6551.84,196.85
BIFM,small_airport,Fagurhólsmýri Airport,63.87469863891602,-16.64109992980957,EU,IS-7,Fagurhólsmýri,FAG,1149.0,CJX5,0.0,0.0,183.73,7217.85,262.47
BIGF,small_airport,Grundarfjörður Airport,64.99140167236328,-23.22470092773437,EU,IS-3,Grundarfjörður,GUU,1151.0,CJY3,1.0,0.0,55.77,9842.52,246.06
BIGJ,small_airport,Gjögur Airport,65.99530029296875,-21.326900482177734,EU,IS-4,Gjögur,GJR,1152.0,CJY4,0.0,0.0,272.31,9842.52,246.06
BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,EU,IS-6,Grímsey,GRY,1153.0,CJY5,0.0,0.0,216.54,9678.48,328.08
BIHK,small_airport,Hólmavík Airport,65.70469665527344,-21.696399688720703,EU,IS-4,Hólmavík,HVK,1155.0,CJZ3,1.0,0.0,295.28,9842.52,246.06
BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,EU,IS-8,Höfn,HFN,1157.0,CJZ5,0.0,0.0,78.74,6725.72,377.3
BIHT,small_airport,Holt Airport,66.0141804294,-23.4416913986,EU,IS-4,Flateyri,FLI,1160.0,CKA9,0.0,0.0,32.81,6971.78,295.28
BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,EU,IS-6,Húsavík,HZK,1161.0,CKB2,0.0,0.0,157.48,9842.52,246.06
BIHV,small_airport,Krókstaðarmelar Airport,65.26640319824219,-20.846900939941406,EU,IS-5,Hvammstangi,HVM,1162.0,CKB6,0.0,0.0,538.06,11811.02,328.08
BIID,small_airport,Ingjaldssanður Airport,66.05000305175781,-23.69610023498535,EU,IS-4,Onundarfjörður,HLO,1166.0,CKC7,0.0,0.0,229.66,7874.02,492.13
BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.13529968261719,EU,IS-4,Ísafjörður,IFJ,1167.0,CKC8,0.0,0.0,26.25,8202.1,328.08
BIJ,closed,Biliau Airport,-5.577999999999999,146.339,OC,PG-MPM,Biliau,BIJ,1168.0,CKC9,0.0,0.0,164.04,8530.18,328.08
BIKF,large_airport,Keflavik International Airport,63.985001000000004,-22.6056,EU,IS-2,Reykjavík,KEF,1170.0,CKD5,1.0,0.0,561.02,9842.52,246.06
BIKP,small_airport,Kópasker Airport,66.31079864501953,-16.466699600219727,EU,IS-6,Kópasker,OPA,1173.0,CKE2,0.0,0.0,65.62,8202.1,328.08
BIKR,small_airport,Sauðárkrókur Airport,65.73169708249999,-19.5727996826,EU,IS-5,Sauðárkrókur,SAK,1174.0,CKE8,0.0,0.0,26.25,3494.09,196.85
BINF,small_airport,Norðfjörður Airport,65.13189697265625,-13.746399879455565,EU,IS-7,Norðfjörður,NOR,1181.0,CKF9,0.0,0.0,42.65,9908.14,229.66
BIOF,small_airport,Ólafsfjörður Airport,66.08329772949219,-18.66670036315918,EU,IS-6,Ólafsfjörður,OFJ,1182.0,CKG2,0.0,0.0,104.99,9842.52,328.08
BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,EU,IS-4,Patreksfjörður,PFJ,1183.0,CKG5,0.0,0.0,36.09,8431.76,328.08
BIRE,small_airport,Reykhólar Airport,65.45262908935547,-22.20611572265625,EU,IS-4,Reykhólar,RHA,1184.0,CKG8,0.0,0.0,196.85,6955.38,426.51
BIRF,small_airport,Rif Airport,64.9113998413,-23.8230991364,EU,IS-3,Rif,OLI,1185.0,CKH2,1.0,0.0,59.06,12959.32,328.08
BIRG,small_airport,Raufarhöfn Airport,66.40640258789061,-15.918299674987793,EU,IS-6,Raufarhöfn,RFN,1186.0,CKH3,0.0,0.0,127.95,9842.52,328.08
BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,EU,IS-1,Reykjavik,RKV,1187.0,CKH7,0.0,0.0,157.48,8202.1,262.47
BIRL,small_airport,Reykjahlíð Airport,65.65579986572266,-16.918100357055664,EU,IS-6,Myvatn,MVA,1188.0,CKH8,0.0,0.0,3379.27,12139.11,98.43
BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,EU,IS-6,Siglufjörður,SIJ,1192.0,CKJ8,0.0,0.0,32.81,14304.46,295.28
BIST,small_airport,Stykkishólmur Airport,65.05809783935547,-22.7942008972168,EU,IS-3,Stykkishólmur,SYK,1197.0,CKK5,0.0,0.0,137.8,7545.93,656.17
BITE,small_airport,Þingeyri Airport,65.87030029296875,-23.559999465942386,EU,IS-4,Þingeyri,TEY,1198.0,CKK7,0.0,0.0,213.25,10669.12,360.89
BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,EU,IS-6,Þórshöfn,THO,1203.0,CKL6,0.0,0.0,213.25,7217.85,131.23
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,EU,IS-8,Vestmannaeyjar,VEY,1211.0,CKM8,0.0,0.0,1069.55,15912.07,328.08
BIVO,small_airport,Vopnafjörður Airport,65.72059631347656,-14.850600242614744,EU,IS-7,Vopnafjörður,VPN,1213.0,CKN5,0.0,0.0,52.49,9514.44,328.08
BJE,small_airport,Baleela Airport,11.199444444400001,28.5230555556,AF,SD-13,Baleela Base Camp,BJE,1217.0,CKQ2,0.0,0.0,5544.62,9842.52,656.17
BJQ,small_airport,Bahja Airport,19.8730555556,56.067777777799996,AS,OM-WU,Bahja,BJQ,1218.0,CKQ3,0.0,0.0,1689.63,11482.94,328.08
BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,EU,XK-01,Prishtina,PRN,1220.0,CKQ6,1.0,0.0,5869.42,9842.52,246.06
BMH,small_airport,Bomai Airport,-6.3731666666699995,144.637,OC,PG-CPK,Bomai,BMH,1226.0,CKR5,0.0,0.0,10826.77,8727.03,213.25
BMQ,small_airport,Bamburi Airport,-3.9833629999999998,39.730982,AF,KE-300,Bamburi,BMQ,1227.0,CKR7,0.0,0.0,170.6,8743.44,229.66
BMZ,small_airport,Bamu Airport,-7.8485,143.2433,OC,PG-WPD,Bamu,BMZ,1228.0,CKR9,0.0,0.0,164.04,10095.14,328.08
BNM,small_airport,Bodinumu Airport,-9.107777777779999,147.666722222,OC,PG-CPM,Bodinumu,BNM,1239.0,CKU5,0.0,0.0,12139.11,7545.93,246.06
BNQ,closed,Baganga airport,7.6119444444400015,126.568888889,AS,PH-DAO,Baganga,BNQ,1240.0,CKU6,0.0,0.0,137.8,7217.85,328.08
BNT,small_airport,Bundi Airport,-5.7422222222200014,145.2275,OC,PG-MPM,Bundi,BNT,1241.0,CKU7,0.0,0.0,14435.7,8530.18,196.85
BNV,closed,Boana Airport,-6.433,146.825,OC,PG-MPL,Boana,BNV,1241.0,CKU7,0.0,0.0,9678.48,10826.77,246.06
BNZ,closed,Banz Airport,-5.807,144.623,OC,PG-JI,Banz,BNZ,1241.0,CKU7,0.0,0.0,16896.33,8202.1,246.06
BO-0001,small_airport,Rurenabaque Airport,-14.4279003143,-67.4968032837,SA,BO-B,Rurenabaque,RBQ,1245.0,CKV6,0.0,0.0,2217.85,8038.06,246.06
BO-BVL,small_airport,Baures Airport,-13.5833330154,-63.5833320618,SA,BO-B,Baures,BVL,1261.0,CKZ6,0.0,0.0,1541.99,9678.48,246.06
BOQ,closed,Boku Airport,-6.5427,155.3419,OC,PG-NSB,Boku,BOQ,1641.0,CL-SC49,0.0,0.0,738.19,14671.92,442.91
BOT,small_airport,Bosset Airport,-7.2372570000000005,141.1063222,OC,PG-WPD,Bosset,BOT,16719.0,CL00,0.0,0.0,262.47,180.45,180.45
BOV,small_airport,Boang Airport,-3.3834,153.2812,OC,PG-NIK,Boang Island,BOV,16720.0,CL01,0.0,0.0,278.87,7545.93,196.85
BPF,small_airport,Batuna Aerodrome,-8.56202777778,158.119305556,OC,SB-WE,Batuna Mission Station,BPF,16721.0,CL02,0.0,0.0,78.74,144.36,144.36
BR-0015,closed,Tucumã Airport,-6.7488,-51.1478,SA,BR-PA,Tucumã,TUZ,16736.0,CL17,0.0,0.0,3477.69,131.23,131.23
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,SA,BR-BA,Vitória da Conquista,VDC,16994.0,CT37,0.0,0.0,9645.67,2460.63,492.13
BR-ALT,small_airport,Alenquer Airport,-1.9169999999999998,-54.7231,SA,BR-PA,Alenquer,ALT,28706.0,EDAW,0.0,0.0,180.45,12916.67,360.89
BSP,small_airport,Bensbach Airport,-8.858055555560002,141.259444444,OC,PG-WPD,Bensbach,BSP,29061.0,EDBQ,0.0,0.0,98.43,9471.79,360.89
BSV,small_airport,Besakoa Airport,-15.6725,47.0616666667,AF,MG-M,Besakoa,BSV,29061.0,EDBQ,0.0,0.0,131.23,9688.32,360.89
BUL,small_airport,Bulolo Airport,-7.216286671410002,146.649541855,OC,PG-MPL,Bulolo,BUL,29063.0,EDBV,0.0,0.0,7349.08,9688.32,360.89
BVP,closed,Bolovip Airstrip,-5.3633,141.655,OC,PG-WPD,Bolovip,BVP,29064.0,EDBY,0.0,0.0,16371.39,9688.32,360.89
BVR,small_airport,Esperadinha Airport,14.8643055556,-24.746,AF,CV-S,Brava Island,BVR,29065.0,EDBZ,0.0,0.0,209.97,9150.26,360.89
BW-HUK,small_airport,Hukuntsi Airport,-23.9897,21.758101,AF,BW-KG,Hukuntsi,HUK,28651.0,EDEQ,0.0,0.0,12204.72,9688.32,360.89
BWP,small_airport,Bewani Airport,-3.0216666666700003,141.165277778,OC,PG-SAN,Bewani,BWP,28500.0,EDFA,0.0,0.0,1804.46,6889.76,324.8
BXL,seaplane_base,Blue Lagoon Seaplane Base,-16.942999999999998,177.368,OC,FJ-W,Nanuya Lailai Island,BXL,28700.0,EDFB,0.0,0.0,0.0,2690.29,321.52
BXZ,small_airport,Bunsil Airport,-5.7243,147.8667,OC,PG-MPL,Bunsil - Umboi Island,BXZ,28700.0,EDFB,0.0,0.0,659.45,13992.78,246.06
BYL,small_airport,Bella Yella Airport,7.369166666669999,-9.99372222222,AF,LR-LO,Beliyela,BYL,28490.0,EDKA,0.0,0.0,2263.78,12483.6,193.57
BYV,seaplane_base,Beira Lake Seaplane Base,6.9294444444400005,79.85416666670002,AS,LK-1,Colombo,BYV,28532.0,EDKB,0.0,0.0,55.77,8612.2,360.89
BZM,small_airport,Bemolanga Airport,-17.6925,45.0888333333,AF,MG-M,Bemolanga,BZM,28527.0,EDMC,0.0,0.0,3116.8,9376.64,360.89
CG-OKG,small_airport,Okoyo Airport,-1.4483300447463998,15.073300361633,AF,CG-8,Okoyo,OKG,17286.0,FD15,1.0,0.0,4642.39,8858.27,164.04
CGC,small_airport,Cape Gloucester Airport,-5.458965,148.432417,OC,PG-WBK,Cape Gloucester,CGC,17291.0,FD20,0.0,0.0,255.91,10170.6,196.85
CGG,small_airport,Casiguran Airport,16.1941,122.0651,AS,PH-AUR,Casiguran,CGG,17298.0,FD27,0.0,0.0,157.48,10662.73,216.54
CGT,closed,Chinguetti Airport,20.5055,-12.3978,AF,MR-07,Chinguetti,CGT,17315.0,FD44,0.0,0.0,5823.49,10826.77,410.1
CMT,small_airport,New Cametá Airport,-2.2468,-49.56,SA,BR-PA,Cametá,CMT,17539.0,GA66,0.0,0.0,196.85,147.64,147.64
CMZ,small_airport,Caia Airport,-17.8331,35.3341,AF,MZ-S,Caia,CMZ,17543.0,GA70,0.0,0.0,511.81,131.23,131.23
CN-0005,small_airport,Tangshan Sannühe Airport,39.7178001404,118.00262451200001,AS,CN-13,Tangshan,TVS,17549.0,GA76,0.0,0.0,164.04,5085.3,328.08
CN-0012,medium_airport,Yuanmou Air Base,25.737499237061,101.88200378418001,AS,CN-53,Yuanmou,YUA,17557.0,GA84,0.0,0.0,12500.0,1049.87,180.45
CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.7386016846,114.930000305,AS,CN-13,Zhangjiakou,ZQZ,17571.0,GA98,0.0,0.0,7700.13,6889.76,131.23
CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,AS,CN-53,Baoshan,BSD,17573.0,GAB,0.0,0.0,17890.42,19356.96,213.25
CN-0034,small_airport,Dazu Air Base,29.636227,105.77362099999999,AS,CN-50,Dazu,DZU,32031.0,GANR,0.0,0.0,4002.62,16145.01,360.89
CN-0040,medium_airport,Lincang Airport,23.7381,100.025002,AS,CN-53,Lincang,LNJ,3072.0,GATS,0.0,0.0,20439.63,12874.02,505.25
CN-0046,medium_airport,Shigatse Air Base,29.3519,89.311401,AS,CN-54,Xigazê,RKZ,46501.0,GB-0008,0.0,0.0,12408.14,6998.03,216.54
CN-0050,medium_airport,Bao'anying Airport,26.54,101.79852,AS,CN-51,Panzhihua,PZI,307373.0,GB-0033,0.0,0.0,5314.96,8933.73,360.89
CN-0051,small_airport,Zigong Airport,29.376484,104.625789,AS,CN-51,Zigong,ZKL,307375.0,GB-0034,0.0,0.0,3717.19,10669.12,360.89
CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,AS,CN-44,Foshan (Nanhai),FUO,307406.0,GB-0046,0.0,0.0,19.69,2332.68,360.89
CN-0062,small_airport,Bazhong Enyang Airport,31.73842,106.64487199999999,AS,CN-51,Bazhong,BZX,307624.0,GB-0047,0.0,0.0,5918.64,6617.45,269.03
CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.07914099999999,AS,CN-41,Xinyang,XAI,307423.0,GB-0051,0.0,0.0,1023.62,4606.3,360.89
CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,AS,CN-44,Huizhou (Pingtan),HUZ,307438.0,GB-0052,0.0,0.0,164.04,6781.5,360.89
CN-0079,medium_airport,Shaoguan Guitou Airport,24.9786,113.420998,AS,CN-44,Ruyuan Yao Autonomous County (Shaoguan),HSC,307528.0,GB-0064,0.0,0.0,918.64,6994.75,127.95
CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.73700000000001,AS,CN-36,Ji'an,JGS,307536.0,GB-0065,0.0,0.0,921.92,7532.81,321.52
CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,AS,CN-45,Baise (Tianyang),AEB,307544.0,GB-0067,0.0,0.0,1607.61,7211.29,360.89
CN-0091,medium_airport,Dongying Shengli Airport,37.508598327600005,118.788002014,AS,CN-37,Dongying,DOY,307908.0,GB-0084,0.0,0.0,49.21,7536.09,118.11
CN-0104,medium_airport,Xingcheng Air Base,40.580328,120.700374,AS,CN-21,"Xingcheng, Huludao",XEN,316636.0,GB-0242,0.0,0.0,98.43,7752.62,360.89
CN-0113,medium_airport,Altay Airport,47.749886,88.085808,AS,CN-65,Altay,AAT,319943.0,GB-0365,0.0,0.0,8070.87,5380.58,150.92
CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,AS,CN-62,Tianshui,THQ,340854.0,GB-0968,0.0,0.0,11778.22,3389.11,360.89
CN-0143,medium_airport,Zhangye Ganzhou Airport,38.8018989563,100.67500305200001,AS,CN-62,Zhangye,YZY,3081.0,GCLP,1.0,0.0,17322.84,33369.42,485.56
CN-0157,small_airport,Morin Dawa Banner Airport,48.38745,124.43127,AS,CN-15,Hulunbuir,DWS,45367.0,GE14,0.0,0.0,2368.77,65.62,65.62
CN-0164,closed,Liuting Airport,36.266102000000004,120.374001,AS,CN-37,Qingdao,TAO,17589.0,GE27,0.0,0.0,108.27,9186.35,262.47
CN-0177,small_airport,Shijiazhuang Luancheng Airport,37.91305,114.59166,AS,CN-13,Shijiazhuang,LCT,17594.0,GFD,1.0,0.0,646.33,7103.02,492.13
CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.28600300000001,AS,CN-21,"Zhenxing, Dandong",DDG,30573.0,GMAZ,0.0,0.0,98.43,32293.31,321.52
CN-NTG,small_airport,Nantong Airport,32.0708007812,120.975997925,AS,CN-32,Nantong,NTG,3125.0,GOOY,1.0,0.0,52.49,37565.62,485.56
CO-ARQ,small_airport,El Troncal Airport,7.02106,-71.388901,SA,CO-ARA,Arauquita,ARQ,31594.0,HKMS,0.0,0.0,1679.79,11318.9,360.89
CO-LCR,small_airport,La Chorrera Airport,-0.733333,-73.01666999999999,SA,CO-AMA,La Chorrera,LCR,32141.0,HKMY,0.0,0.0,2326.12,13992.78,360.89
CO-SNT,small_airport,Las Cruces Airport,7.38322,-73.505402,SA,CO-SAN,Sabana De Torres,SNT,3214.0,HKNV,0.0,0.0,1443.57,11863.52,180.45
CO-TCD,small_airport,Tarapacá Airport,-2.8947220000000002,-69.747222,SA,CO-AMA,Tarapacá,TCD,3215.0,HKNW,1.0,0.0,830.05,15741.47,236.22
CUJ,small_airport,Culion Airport,11.8553,119.9378,AS,PH-PLW,Culion Island,CUJ,18063.0,IL91,0.0,0.0,508.53,8661.42,295.28
