ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
OPKT,small_airport,Kohat Airport,33.5699996948,71.4400024414,AS,PK-KP,Kohat,OHT,0.0,0,0.0,0.0,5413.39,0.0,0.0
OPLA,medium_airport,Alama Iqbal International Airport,31.5216007232666,74.40360260009766,AS,PK-PB,Lahore,LHE,0.0,0,0.0,0.0,2335.96,0.0,0.0
OPLL,small_airport,Loralai Airport,30.355499267578125,68.61350250244139,AS,PK-BA,Loralai,LRG,0.0,0,0.0,0.0,15193.57,0.0,0.0
OPMA,medium_airport,Mangla Airport,33.050098419189446,73.63839721679688,AS,PK-PB,Mangla,XJM,0.0,0,0.0,0.0,2959.32,0.0,0.0
OPMF,medium_airport,Muzaffarabad Airport,34.339000701904304,73.50859832763672,AS,PK-JK,Muzaffarabad,MFG,0.0,0,0.0,0.0,8828.74,0.0,0.0
OPMI,medium_airport,Mianwali Air Base,32.563098907470696,71.5707015991211,AS,PK-PB,Mianwali,MWD,0.0,0,0.0,0.0,2263.78,0.0,0.0
OPMJ,medium_airport,Moenjodaro Airport,27.3351993560791,68.14309692382811,AS,PK-SD,Moenjodaro,MJD,0.0,0,0.0,0.0,505.25,0.0,0.0
OPMP,small_airport,Sindhri Tharparkar Airport,25.68280029296875,69.07279968261719,AS,PK-SD,Sindhri,MPD,0.0,0,0.0,0.0,167.32,0.0,0.0
OPMS,medium_airport,Minhas Air Base,33.8690986633,72.4009017944,AS,PK-PB,Kamra,ATG,0.0,0,0.0,0.0,3356.3,0.0,0.0
OPMT,medium_airport,Multan International Airport,30.20319938659668,71.41909790039062,AS,PK-PB,Multan,MUX,0.0,0,0.0,0.0,1322.18,0.0,0.0
OPNH,medium_airport,Shaheed Benazirabad Airport,26.2194,68.39009899999999,AS,PK-SD,Nawabashah,WNS,0.0,0,0.0,0.0,311.68,0.0,0.0
OPNK,closed,Nushki Airport,29.539,66.0233,AS,PK-BA,Nushki,NHS,0.0,0,0.0,0.0,10498.69,0.0,0.0
OPOR,small_airport,Ormara Airport,25.274700164799995,64.58599853519999,AS,PK-BA,Ormara Raik,ORW,0.0,0,0.0,0.0,32.81,0.0,0.0
OPPC,small_airport,Parachinar Airport,33.902099609400004,70.07160186770001,AS,PK-KP,Parachinar,PAJ,0.0,0,0.0,0.0,19028.87,0.0,0.0
OPPG,medium_airport,Panjgur Airport,26.954500198364254,64.13249969482422,AS,PK-BA,Panjgur,PJG,0.0,0,0.0,0.0,10790.68,0.0,0.0
OPPI,medium_airport,Pasni Airport,25.29050064086914,63.34510040283203,AS,PK-BA,Pasni,PSI,0.0,0,0.0,0.0,108.27,0.0,0.0
OPPS,medium_airport,Peshawar International Airport,33.993900299072266,71.51460266113281,AS,PK-KP,Peshawar,PEW,0.0,0,0.0,0.0,3799.21,0.0,0.0
OPQT,medium_airport,Quetta International Airport,30.251399993896484,66.93779754638672,AS,PK-BA,Quetta,UET,0.0,0,0.0,0.0,17280.18,0.0,0.0
OPRK,medium_airport,Shaikh Zaid Airport,28.383899688720703,70.27960205078125,AS,PK-PB,Rahim Yar Khan,RYK,0.0,0,0.0,0.0,889.11,0.0,0.0
OPRT,medium_airport,Rawalakot Airport,33.84970092773437,73.79810333251953,AS,PK-JK,Rawalakot,RAZ,0.0,0,0.0,0.0,17975.72,0.0,0.0
OPSB,small_airport,Sibi Airport,29.571199417114254,67.847900390625,AS,PK-BA,Sibi,SBQ,0.0,0,0.0,0.0,1430.45,0.0,0.0
OPSD,medium_airport,Skardu Airport,35.33549880981445,75.53600311279297,AS,PK-GB,Skardu,KDU,0.0,0,0.0,0.0,24002.63,0.0,0.0
OPSK,medium_airport,Sukkur Airport,27.72200012207031,68.79170227050781,AS,PK-SD,Mirpur Khas,SKZ,0.0,0,0.0,0.0,643.04,0.0,0.0
OPSN,medium_airport,Sehwan Sharif Airport,26.473100662231445,67.71720123291016,AS,PK-SD,Sehwan Sharif,SYW,0.0,0,0.0,0.0,396.98,0.0,0.0
OPSR,medium_airport,Mushaf Air Base,32.048599243164055,72.66500091552734,AS,PK-PB,Sargodha,SGI,0.0,0,0.0,0.0,2014.44,0.0,0.0
OPSS,medium_airport,Saidu Sharif Airport,34.8135986328125,72.35279846191406,AS,PK-KP,Saidu Sharif,SDT,0.0,0,0.0,0.0,10442.91,0.0,0.0
OPST,medium_airport,Sialkot International Airport,32.535557,74.363892,AS,PK-PB,Sialkot,SKT,0.0,0,0.0,0.0,2746.06,0.0,0.0
OPSU,medium_airport,Sui Airport,28.645099639892575,69.17690277099611,AS,PK-BA,Sui,SUL,0.0,0,0.0,0.0,2503.28,0.0,0.0
OPSW,small_airport,Sahiwal Airport,31.889590000000002,72.309345,AS,PK-PB,Sahiwal,SWN,0.0,0,0.0,0.0,1870.08,0.0,0.0
OPTA,small_airport,Tarbela Dam Airport,33.9860992432,72.61139678960002,AS,PK-KP,Tarbela,TLB,0.0,0,0.0,0.0,3654.86,0.0,0.0
OPTH,small_airport,Talhar Airport,24.84149932861328,68.83840179443361,AS,PK-SD,Badin,BDN,0.0,0,0.0,0.0,91.86,0.0,0.0
OPTT,small_airport,Taftan Airport,28.96419906616211,61.59540176391602,AS,PK-BA,Taftan,TFT,0.0,0,0.0,0.0,8996.06,0.0,0.0
OPTU,medium_airport,Turbat International Airport,25.98640060424805,63.03020095825195,AS,PK-BA,Turbat,TUK,0.0,0,0.0,0.0,1633.86,0.0,0.0
OPWN,small_airport,Wana Airport,32.304698944091804,69.57039642333984,AS,PK-KP,Waana,WAF,0.0,0,0.0,0.0,14927.82,0.0,0.0
OPZB,medium_airport,Zhob Airport,31.358400344848636,69.46360015869139,AS,PK-BA,Fort Sandeman,PZH,0.0,0,0.0,0.0,15511.81,0.0,0.0
ORAA,medium_airport,Al Asad Air Base,33.7855987549,42.4412002563,AS,IQ-AN,Hīt,IQA,0.0,0,0.0,0.0,2027.56,0.0,0.0
ORAT,medium_airport,Al Taqaddum Air Base,33.33810043335,43.597099304199,AS,IQ-AN,Al Habbaniyah,TQD,0.0,0,0.0,0.0,902.23,0.0,0.0
ORBB,small_airport,Bamarni Airport,37.09880065917969,43.2666015625,AS,IQ-DA,Bamarni,BMN,0.0,0,0.0,0.0,11335.3,0.0,0.0
ORBI,large_airport,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,AS,IQ-BG,Baghdad,BGW,0.0,0,0.0,0.0,374.02,0.0,0.0
ORBM,medium_airport,Mosul International Airport,36.305801,43.1474,AS,IQ-NI,Mosul,OSM,0.0,0,0.0,0.0,2358.92,0.0,0.0
ORDD,closed,Duhok International Airport (under construction),36.9249,42.7331,AS,IQ-DA,Sêmêl,DHK,0.0,0,0.0,0.0,5242.78,0.0,0.0
ORER,medium_airport,Erbil International Airport,36.23759841918945,43.96319961547852,AS,IQ-AR,Arbil,EBL,0.0,0,0.0,0.0,4399.61,0.0,0.0
ORKK,medium_airport,Kirkuk Air Base,35.46950149536133,44.348899841308594,AS,IQ-TS,Kirkuk,KIK,0.0,0,0.0,0.0,3480.97,0.0,0.0
ORMM,medium_airport,Basra International Airport,30.549101,47.662102000000004,AS,IQ-BA,Basra,BSR,0.0,0,0.0,0.0,36.09,0.0,0.0
ORNI,medium_airport,Al Najaf International Airport,31.989853000000004,44.404317,AS,IQ-NA,Najaf,NJF,0.0,0,0.0,0.0,337.93,0.0,0.0
ORQW,medium_airport,Qayyarah West Airport,35.76720047,43.1250991821,AS,IQ-NI,Qayyarah,RQW,0.0,0,0.0,0.0,2457.35,0.0,0.0
ORSU,medium_airport,Sulaymaniyah International Airport,35.5617485046,45.316738128699996,AS,IQ-SW,Sulaymaniyah,ISU,0.0,0,0.0,0.0,8182.41,0.0,0.0
ORTL,medium_airport,Ali Air Base,30.935801,46.090099,AS,IQ-DQ,Nasiriyah,XNH,0.0,0,0.0,0.0,65.62,0.0,0.0
OSAP,medium_airport,Aleppo International Airport,36.180698,37.2244,AS,SY-HL,Aleppo,ALP,0.0,0,0.0,0.0,4186.35,0.0,0.0
OSDI,large_airport,Damascus International Airport,33.4114990234375,36.51559829711914,AS,SY-DI,Damascus,DAM,0.0,0,0.0,0.0,6627.3,0.0,0.0
OSDZ,medium_airport,Deir ez-Zor Airport,35.2854,40.175999,AS,SY-DY,Deir ez-Zor,DEZ,0.0,0,0.0,0.0,2296.59,0.0,0.0
OSE,small_airport,Omora Airport,-7.82777777778,147.080638889,OC,PG-MPL,Omora,OSE,0.0,0,0.0,0.0,8333.33,0.0,0.0
OSG,small_airport,Ossima Airport,-2.91555555556,141.297305556,OC,PG-SAN,Ossima,OSG,0.0,0,0.0,0.0,672.57,0.0,0.0
OSKL,medium_airport,Qamishli Airport,37.020599,41.191399,AS,SY-HA,Qamishly,KAC,0.0,0,0.0,0.0,4855.64,0.0,0.0
OSLK,medium_airport,Bassel Al-Assad International Airport,35.4011,35.9487,AS,SY-LA,Latakia,LTK,0.0,0,0.0,0.0,515.09,0.0,0.0
OSPR,medium_airport,Palmyra Airport,34.5574,38.316897999999995,AS,SY-HI,Tadmur,PMS,0.0,0,0.0,0.0,4337.27,0.0,0.0
OTBD,medium_airport,Doha International Airport,25.261101,51.565102,AS,QA-DA,Doha,DIA,0.0,0,0.0,0.0,114.83,0.0,0.0
OTBH,medium_airport,Al Udeid Air Base,25.117300033600003,51.3149986267,AS,QA-RA,Ar Rayyan,XJD,0.0,0,0.0,0.0,426.51,0.0,0.0
OTHH,large_airport,Hamad International Airport,25.273056,51.608056,AS,QA-DA,Doha,DOH,0.0,0,0.0,0.0,42.65,0.0,0.0
OTT,small_airport,Andre Maggi Airport,-9.898611,-58.58194399999999,SA,BR-MT,Cotriguaçu,OTT,0.0,0,0.0,0.0,2952.76,0.0,0.0
OTY,small_airport,Oria Airport,-6.577613,155.771022,OC,PG-CPM,Oria,OTY,0.0,0,0.0,0.0,1807.74,0.0,0.0
OUM,small_airport,Oum Hadjer Airport,13.278244,19.710256,AF,TD-BA,Oum Hadjer,OUM,0.0,0,0.0,0.0,3930.45,0.0,0.0
OXO,small_airport,Orientos Airport,-28.0598,141.5361,OC,AU-QLD,Orientos,OXO,0.0,0,0.0,0.0,1230.32,0.0,0.0
OYAA,medium_airport,Aden International Airport,12.8295,45.028801,AS,YE-AD,Aden,ADE,0.0,0,0.0,0.0,22.97,0.0,0.0
OYAB,small_airport,Abs Airport,16.010983,43.176771,AS,YE-SN,Abs,EAB,0.0,0,0.0,0.0,2135.83,0.0,0.0
OYAT,medium_airport,Ataq Airport,14.5513,46.826199,AS,YE-AB,Ataq,AXK,0.0,0,0.0,0.0,12253.94,0.0,0.0
OYBI,small_airport,Al-Bayda Airport,14.105974,45.441078999999995,AS,YE-BA,Al-Bayda,BYD,0.0,0,0.0,0.0,20078.74,0.0,0.0
OYBQ,small_airport,Al-Bough Airport,17.3467006683,44.621700286899994,AS,YE-SD,Al-Bough,BUK,0.0,0,0.0,0.0,12467.19,0.0,0.0
OYGD,medium_airport,Al Ghaydah International Airport,16.193341,52.174186,AS,YE-MR,Al Ghaydah,AAY,0.0,0,0.0,0.0,439.63,0.0,0.0
OYHD,medium_airport,Hodeidah International Airport,14.753000259399414,42.97629928588867,AS,YE-HU,Hodeida,HOD,0.0,0,0.0,0.0,134.51,0.0,0.0
OYKM,small_airport,Kamaran Airport,15.368754999999998,42.612515,AS,YE-MU,Kamaran,KAM,0.0,0,0.0,0.0,167.32,0.0,0.0
OYMB,small_airport,Mareb Airport,15.469200134277346,45.32690048217773,AS,YE-MA,Mareb,MYN,0.0,0,0.0,0.0,10826.77,0.0,0.0
OYMS,small_airport,Mukeiras Airport,13.9368,45.657,AS,YE-BA,Mukayras,UKR,0.0,0,0.0,0.0,23228.35,0.0,0.0
OYQN,small_airport,Qishn Airport,15.417,51.682999,AS,YE-MR,Qishn,IHN,0.0,0,0.0,0.0,328.08,0.0,0.0
OYRN,medium_airport,Riyan Mukalla International Airport,14.6626,49.375,AS,YE-HD,Riyan,RIY,0.0,0,0.0,0.0,177.17,0.0,0.0
OYSH,small_airport,Sadah Airport,16.967542,43.728103000000004,AS,YE-SD,Sa'dah,SYE,0.0,0,0.0,0.0,19481.63,0.0,0.0
OYSN,medium_airport,Sana'a International Airport,15.476300239562988,44.21969985961914,AS,YE-SN,Sana'a,SAH,0.0,0,0.0,0.0,23674.54,0.0,0.0
OYSQ,medium_airport,Socotra International Airport,12.63070011138916,53.905799865722656,AS,YE-HD,Socotra Islands,SCT,0.0,0,0.0,0.0,479.0,0.0,0.0
OYSY,medium_airport,Seiyun Hadhramaut International Airport,15.9661,48.7883,AS,YE-HD,Seiyun,GXF,0.0,0,0.0,0.0,6879.92,0.0,0.0
OYTZ,medium_airport,Ta'izz International Airport,13.6859998703,44.139099121099996,AS,YE-TA,Ta'izz,TAI,0.0,0,0.0,0.0,15872.7,0.0,0.0
PCIS,medium_airport,Canton Island Airport,-2.7681200504300003,-171.710006714,OC,KI-P,Abariringa,CIS,0.0,0,0.0,0.0,29.53,0.0,0.0
PCQ,small_airport,Boun Neau Airport,21.6475,101.9,AS,LA-PH,Phongsaly,PCQ,0.0,0,0.0,0.0,10006.56,0.0,0.0
PDI,small_airport,Pindiu Airport,-6.445138888890001,147.515833333,OC,PG-MPL,Pindiu,PDI,0.0,0,0.0,0.0,9826.12,0.0,0.0
PDR,small_airport,Presidente José Sarney Airport,-5.3098,-44.481,SA,BR-MA,Presidente Dutra,PDR,0.0,0,0.0,0.0,1312.34,0.0,0.0
PG-0005,small_airport,Cape Rodney Airport,-10.179823004,148.379030228,OC,PG-CPM,Cape Rodney,CPN,0.0,0,0.0,0.0,72.18,0.0,0.0
PG-0006,small_airport,Emirau Airport,-1.653949991,149.97576669999998,OC,PG-NIK,Emirau Island,EMI,0.0,0,0.0,0.0,564.3,0.0,0.0
PG-0007,small_airport,Erave Airport,-6.60646315446,143.900213242,OC,PG-SHM,Erave,ERE,0.0,0,0.0,0.0,11975.07,0.0,0.0
PG-0008,small_airport,Esa'ala Airport,-9.87432702318,150.954208374,OC,PG-MBA,Esa'ala,ESA,0.0,0,0.0,0.0,32.81,0.0,0.0
PG-0009,small_airport,Garaina Airport,-7.875625027460001,147.141265869,OC,PG-MPL,Garaina,GAR,0.0,0,0.0,0.0,8192.26,0.0,0.0
PG-0011,small_airport,Gonaili Airport,-5.527716614,151.5733333,OC,PG-EBR,Gonaili,GOE,0.0,0,0.0,0.0,131.23,0.0,0.0
PG-0020,small_airport,Bapi Airstrip,-7.743611111110001,147.020555556,OC,PG-MPL,Bapi,BPD,0.0,0,0.0,0.0,9612.86,0.0,0.0
PG-0022,small_airport,Biangabip Airport,-5.526388888890001,141.74458333299998,OC,PG-WPD,Biangabip,BPK,0.0,0,0.0,0.0,3507.22,0.0,0.0
PG-0038,small_airport,Sengapi Airstrip,-5.12583333333,144.323611111,OC,PG-MPM,Sengapi,SGK,0.0,0,0.0,0.0,20479.0,0.0,0.0
PG-0048,small_airport,Kibuli Airstrip,-9.006528,142.698056,OC,PG-GPK,Kibuli,KII,0.0,0,0.0,0.0,177.17,0.0,0.0
PG-AKG,small_airport,Anguganak Airport,-3.560504,142.217307,OC,PG-SAN,Anguganak,AKG,0.0,0,0.0,0.0,3074.15,0.0,0.0
PG-ATP,small_airport,Tadji Airport,-3.1981918035400003,142.430963516,OC,PG-SAN,Aitape,TAJ,0.0,0,0.0,0.0,108.27,0.0,0.0
PG-AWB,small_airport,Awaba Airport,-8.00611019135,142.748352051,OC,PG-WPD,Awaba,AWB,0.0,0,0.0,0.0,104.99,0.0,0.0
PG-BAA,small_airport,Bialla Airport,-5.3305602073700005,151.007995605,OC,PG-WBK,"Bialla, Matalilu, Ewase",BAA,0.0,0,0.0,0.0,167.32,0.0,0.0
PG-CVB,small_airport,Chungribu Airport,-4.806620121,144.714996338,OC,PG-MPM,Chungribu,CVB,0.0,0,0.0,0.0,426.51,0.0,0.0
PG-GMI,small_airport,Gasmata Island Airport,-6.27111005783,150.33099365200002,OC,PG-WBK,Gasmata Island,GMI,0.0,0,0.0,0.0,75.46,0.0,0.0
PG-GVI,small_airport,Green River Airport,-3.90224289894,141.170516968,OC,PG-SAN,Green River,GVI,0.0,0,0.0,0.0,921.92,0.0,0.0
PG-HYF,small_airport,Hayfields Airport,-3.6983800000000002,143.057902,OC,PG-ESW,Bainyik,HYF,0.0,0,0.0,0.0,1528.87,0.0,0.0
PG-IHU,small_airport,Ihu Airport,-7.89756011963,145.395996094,OC,PG-GPK,Ihu,IHU,0.0,0,0.0,0.0,229.66,0.0,0.0
PG-IIS,small_airport,Nissan Island Airport,-4.499720096590001,154.225997925,OC,PG-NSB,Nissan Island,IIS,0.0,0,0.0,0.0,170.6,0.0,0.0
PG-JAQ,small_airport,Jacquinot Bay Airport,-5.652500152590001,151.507003784,OC,PG-EBR,Jacquinot Bay,JAQ,0.0,0,0.0,0.0,446.19,0.0,0.0
PG-KDR,small_airport,Kandrian Airport,-6.19217,149.54783,OC,PG-WBK,Kandrian,KDR,0.0,0,0.0,0.0,918.64,0.0,0.0
PG-KKD,small_airport,Kokoda Airport,-8.88467884064,147.730957031,OC,PG-NPP,Kokoda,KKD,0.0,0,0.0,0.0,4068.24,0.0,0.0
PG-KUY,small_airport,Kamusi Airport,-7.4203470000000005,143.121811,OC,PG-WPD,Kamusi,KUY,0.0,0,0.0,0.0,318.24,0.0,0.0
PG-KWO,small_airport,Kawito Airport,-7.977006912229999,142.823577881,OC,PG-WPD,Kawito,KWO,0.0,0,0.0,0.0,236.22,0.0,0.0
PG-KXR,closed,Karoola Airport,-5.1431,154.5928,OC,PG-NSB,Buka Island,KXR,0.0,0,0.0,0.0,170.6,0.0,0.0
PG-LMI,small_airport,Lumi Airport,-3.47683951134,142.041292191,OC,PG-SAN,Lumi,LMI,0.0,0,0.0,0.0,5741.47,0.0,0.0
PG-LMY,small_airport,Lake Murray Airport,-7.009920120239999,141.49400329600002,OC,PG-WPD,Lake Murray,LMY,0.0,0,0.0,0.0,170.6,0.0,0.0
PG-OBX,small_airport,Obo Airport,-7.590622421369998,141.324262619,OC,PG-WPD,Obo,OBX,0.0,0,0.0,0.0,95.14,0.0,0.0
PG-OPU,medium_airport,Balimo Airport,-8.050000190730001,142.932998657,OC,PG-WPD,Balimo,OPU,0.0,0,0.0,0.0,167.32,0.0,0.0
PG-SKC,small_airport,Suki Airport,-8.0466,141.7222,OC,PG-WPD,Suki,SKC,0.0,0,0.0,0.0,78.74,0.0,0.0
PG-TFI,small_airport,Tufi Airport,-9.07595443726,149.319839478,OC,PG-NPP,Tufi,TFI,0.0,0,0.0,0.0,278.87,0.0,0.0
PG-TFM,small_airport,Telefomin Airport,-5.12608,141.641922,OC,PG-SAN,Telefomin,TFM,0.0,0,0.0,0.0,16240.16,0.0,0.0
PG-TLO,small_airport,Tol Airport,-4.98083019257,152.00999450700002,OC,PG-EBR,Tol,TLO,0.0,0,0.0,0.0,160.76,0.0,0.0
PG-UKU,small_airport,Nuku Airport,-3.676651,142.48433400000002,OC,PG-SAN,Nuku,UKU,0.0,0,0.0,0.0,2854.33,0.0,0.0
PG-ULE,small_airport,Sule Airport,-4.974720001220703,151.2969970703125,OC,PG-WBK,Sule,ULE,0.0,0,0.0,0.0,328.08,0.0,0.0
PG-VMU,medium_airport,Baimuru Airport,-7.49686002731,144.819900513,OC,PG-GPK,Baimuru,VMU,0.0,0,0.0,0.0,88.58,0.0,0.0
PG-WPM,small_airport,Wipim Airport,-8.788220405579999,142.882003784,OC,PG-WPD,Wipim,WPM,0.0,0,0.0,0.0,567.59,0.0,0.0
PGP,closed,Roça Porto Alegre Airport,0.038624,6.5159650000000005,AF,ST-S,Porto Alegro,PGP,0.0,0,0.0,0.0,104.99,0.0,0.0
PGRO,medium_airport,Rota International Airport,14.1743,145.242996,OC,MP-U-A,Rota Island,ROP,0.0,0,0.0,0.0,1991.47,0.0,0.0
PGSN,medium_airport,Saipan International Airport,15.119000000000002,145.729004,OC,MP-U-A,Saipan Island,SPN,0.0,0,0.0,0.0,705.38,0.0,0.0
PGUA,medium_airport,Andersen Air Force Base,13.584000000000001,144.929998,OC,GU-U-A,"Yigo, Mariana Island",UAM,0.0,0,0.0,0.0,2057.09,0.0,0.0
PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,OC,GU-U-A,"Hagåtña, Guam International Airport",GUM,0.0,0,0.0,0.0,977.69,0.0,0.0
PGWT,medium_airport,Tinian International Airport,14.9992,145.619003,OC,MP-U-A,Tinian Island,TIQ,0.0,0,0.0,0.0,889.11,0.0,0.0
PH-0001,medium_airport,Laguindingan Airport,8.612203,124.456496,AS,PH-MSR,Cagayan de Oro,CGY,0.0,0,0.0,0.0,623.36,0.0,0.0
PH-0073,medium_airport,Cagayan North International Airport,18.182388,121.745853,AS,PH-CAG,Lal-lo,LLC,0.0,0,0.0,0.0,485.56,0.0,0.0
PJON,closed,Johnston Atoll Airport,16.7286,-169.533997,OC,UM-67,Johnston Atoll,JON,0.0,0,0.0,0.0,22.97,0.0,0.0
PK-BHC,small_airport,Bhurban Heliport,33.96099853515625,73.4520034790039,AS,PK-KP,Bhurban,BHC,0.0,0,0.0,0.0,18864.83,0.0,0.0
PK-CWP,small_airport,Campbellpore Airport,33.766700744628906,72.36689758300781,AS,PK-PB,Campbellpore,CWP,0.0,0,0.0,0.0,3854.99,0.0,0.0
PK-GRT,small_airport,Gujrat Airport,32.62826,74.067287,AS,PK-PB,Gujrat,GRT,0.0,0,0.0,0.0,2493.44,0.0,0.0
PK-KCF,small_airport,Kadanwari Airport,27.1667003632,69.31670379639999,AS,PK-SD,Kadanwari,KCF,0.0,0,0.0,0.0,813.65,0.0,0.0
PK-REQ,small_airport,Reko Diq Airport,29.04692,62.196819,AS,PK-BA,Chagai,REQ,0.0,0,0.0,0.0,9133.86,0.0,0.0
PK-RZS,small_airport,Sawan Airport,26.9662,68.878098,AS,PK-SD,Sawan,RZS,0.0,0,0.0,0.0,524.93,0.0,0.0
PKMA,small_airport,Eniwetok Airport,11.340700149536133,162.3280029296875,OC,MH-ENI,Eniwetok Atoll,ENT,0.0,0,0.0,0.0,42.65,0.0,0.0
PKMJ,medium_airport,Marshall Islands International Airport,7.064760208129883,171.27200317382812,OC,MH-MAJ,Majuro Atoll,MAJ,0.0,0,0.0,0.0,19.69,0.0,0.0
PKSA,medium_airport,Kaieteur International Airport,5.17275476456,-59.491481781000005,SA,GY-PT,Kaieteur Falls,KAI,0.0,0,0.0,0.0,4986.88,0.0,0.0
PKWA,medium_airport,Bucholz Army Air Field,8.720120429992676,167.73199462890625,OC,MH-KWA,Kwajalein,KWA,0.0,0,0.0,0.0,29.53,0.0,0.0
PLCH,medium_airport,Cassidy International Airport,1.9861600399017332,-157.35000610351562,OC,KI-L,Banana,CXI,0.0,0,0.0,0.0,16.4,0.0,0.0
PLE,small_airport,Paiela Airport,-5.3725,142.976111111,OC,PG-EPW,Paiela,PLE,0.0,0,0.0,0.0,20013.12,0.0,0.0
PLWN,small_airport,Washington Island Airstrip,4.698359,-160.394376,OC,KI-L,Teraina,TNQ,0.0,0,0.0,0.0,98.43,0.0,0.0
PMDY,medium_airport,Henderson Field,28.20170021057129,-177.38099670410156,OC,UM-71,Sand Island,MDY,0.0,0,0.0,0.0,42.65,0.0,0.0
PMM,small_airport,Phanom Sarakham Airport,13.7553,101.395,AS,TH-24,Phanom Sarakham,PMM,0.0,0,0.0,0.0,544.62,0.0,0.0
PMP,small_airport,Pimaga Airport,-6.499166666669999,143.510277778,OC,PG-SHM,Pimaga,PMP,0.0,0,0.0,0.0,9005.91,0.0,0.0
PPX,small_airport,Param Airport,-9.99,149.477,OC,PG-MBA,Nepesi,PPX,0.0,0,0.0,0.0,14730.97,0.0,0.0
PQD,heliport,Passikudah Helipad,7.92310659595,81.567735672,AS,LK-5,Batticaloa,PQD,0.0,0,0.0,0.0,85.3,0.0,0.0
PTKK,medium_airport,Chuuk International Airport,7.461870193481445,151.84300231933594,OC,FM-TRK,Weno Island,TKK,0.0,0,0.0,0.0,36.09,0.0,0.0
PTPN,medium_airport,Pohnpei International Airport,6.985099792480469,158.20899963378906,OC,FM-PNI,Pohnpei Island,PNI,0.0,0,0.0,0.0,32.81,0.0,0.0
PTRO,medium_airport,Babelthuap Airport,7.367310000000001,134.544236,OC,PW-004,Babelthuap Island,ROR,0.0,0,0.0,0.0,577.43,0.0,0.0
PTSA,medium_airport,Kosrae International Airport,5.35698,162.957993,OC,FM-KSA,Okat,KSA,0.0,0,0.0,0.0,36.09,0.0,0.0
PTYA,medium_airport,Yap International Airport,9.49891,138.082993,OC,FM-YAP,Yap Island,YAP,0.0,0,0.0,0.0,298.56,0.0,0.0
PUA,small_airport,Puas Airport,-2.395,150.2361,OC,PG-NIK,Puas Mission,PUA,0.0,0,0.0,0.0,147.64,0.0,0.0
PUI,closed,Pureni Airport,-5.8429,142.8279,OC,PG-MPM,Pureni,PUI,0.0,0,0.0,0.0,18083.99,0.0,0.0
PWAK,medium_airport,Wake Island Airfield,19.282101,166.636002,OC,UM-79,Wake Island,AWK,0.0,0,0.0,0.0,45.93,0.0,0.0
PY-BFA,small_airport,Bahía Negra Airport,-20.224599838299998,-58.1791992188,SA,PY-16,Bahía Negra,BFA,0.0,0,0.0,0.0,908.79,0.0,0.0
PY-OLK,small_airport,Fuerte Olimpo Airport,-21.0452,-57.8825,SA,PY-16,Fuerte Olimpo,OLK,0.0,0,0.0,0.0,902.23,0.0,0.0
PY-PBT,small_airport,Puerto Leda Airport,-20.904600143432614,-57.927101135253906,SA,PY-16,Puerto Leda,PBT,0.0,0,0.0,0.0,853.02,0.0,0.0
PY-PCJ,small_airport,Puerto La Victoria Airport,-22.295041,-57.866333,SA,PY-1,Puerto La Victoria,PCJ,0.0,0,0.0,0.0,938.32,0.0,0.0
Q51,small_airport,Kili Airport,5.644515,169.119507,OC,MH-KIL,Kili Island,KIO,0.0,0,0.0,0.0,16.4,0.0,0.0
QJP,small_airport,Pocheon (G-217) Airport,37.864554999999996,127.17663300000001,AS,KR-41,Pocheon,QJP,0.0,0,0.0,0.0,1076.12,0.0,0.0
RAA,small_airport,Rakanda Airport,-4.2096,152.4385,OC,PG-EBR,Rakanda,RAA,0.0,0,0.0,0.0,124.67,0.0,0.0
RAW,small_airport,Arawa Airport,-6.220555555560001,155.571388889,OC,PG-NSB,Arawa,RAW,0.0,0,0.0,0.0,65.62,0.0,0.0
RBP,small_airport,Raba Raba Airport,-9.97111111111,149.832222222,OC,PG-MBA,Rabaraba,RBP,0.0,0,0.0,0.0,557.74,0.0,0.0
RCBS,medium_airport,Kinmen Airport,24.4279,118.359001,AS,TW-X-KM,Shang-I,KNH,0.0,0,0.0,0.0,305.12,0.0,0.0
RCFG,medium_airport,Matsu Nangan Airport,26.1598,119.958,AS,TW-X-LK,Matsu (Nangan),LZN,0.0,0,0.0,0.0,761.15,0.0,0.0
RCFN,medium_airport,Taitung Airport,22.7549991607666,121.10199737548828,AS,TW-TTT,Taitung City,TTT,0.0,0,0.0,0.0,469.16,0.0,0.0
RCGI,small_airport,Lyudao Airport,22.67390060424805,121.46600341796876,AS,TW-TTT,Lyudao,GNI,0.0,0,0.0,0.0,91.86,0.0,0.0
RCKH,large_airport,Kaohsiung International Airport,22.577101000000003,120.349998,AS,TW-KHH,Kaohsiung (Xiaogang),KHH,0.0,0,0.0,0.0,101.71,0.0,0.0
RCKU,medium_airport,Chiayi Airport,23.46179962158203,120.39299774169922,AS,TW-CYQ,Chiayi City,CYI,0.0,0,0.0,0.0,278.87,0.0,0.0
